image,split,source,frame,positive,augmented,operations
ball_test_20260730_172702_f00001660_t0000057573_165.jpg,val,final_scene_positive,1660,1,0,original
ball_test_20260730_172702_f00001670_t0000057920_215.jpg,val,final_scene_positive,1670,1,0,original
ball_test_20260730_172702_f00001680_t0000058267_248.jpg,val,final_scene_positive,1680,1,0,original
ball_test_20260730_172702_f00001690_t0000058613_234.jpg,val,final_scene_positive,1690,1,0,original
ball_test_20260730_172702_f00001700_t0000058960_230.jpg,val,final_scene_positive,1700,1,0,original
ball_test_20260730_172702_f00001710_t0000059307_191.jpg,val,final_scene_positive,1710,1,0,original
ball_test_20260730_172702_f00001720_t0000059654_192.jpg,val,final_scene_positive,1720,1,0,original
ball_test_20260730_172702_f00001730_t0000060001_193.jpg,val,final_scene_positive,1730,1,0,original
ball_test_20260730_172702_f00001740_t0000060348_100.jpg,val,final_scene_positive,1740,1,0,original
ball_test_20260730_172702_f00001750_t0000060694_101.jpg,val,final_scene_positive,1750,1,0,original
ball_test_20260730_172702_f00001760_t0000061041_102.jpg,val,final_scene_positive,1760,1,0,original
ball_test_20260730_172702_f00001770_t0000061388_198.jpg,val,final_scene_positive,1770,1,0,original
ball_test_20260730_172702_f00001780_t0000061735_103.jpg,val,final_scene_positive,1780,1,0,original
ball_test_20260730_172702_f00001790_t0000062082_194.jpg,val,final_scene_positive,1790,1,0,original
ball_test_20260730_172702_f00001830_t0000063469_106.jpg,train,final_scene_positive,1830,1,0,original
ball_test_20260730_172702_f00001830_t0000063469_106_aug.jpg,train,final_scene_positive,1830,1,1,gamma_1.01+hsv+motion_blur+noise
ball_test_20260730_172702_f00001840_t0000063816_107.jpg,train,final_scene_positive,1840,1,0,original
ball_test_20260730_172702_f00001840_t0000063816_107_aug.jpg,train,final_scene_positive,1840,1,1,gray3+gamma_0.75
ball_test_20260730_172702_f00001850_t0000064163_108.jpg,train,final_scene_positive,1850,1,0,original
ball_test_20260730_172702_f00001850_t0000064163_108_aug.jpg,train,final_scene_positive,1850,1,1,gray3+hsv+gaussian_blur
ball_test_20260730_172702_f00001860_t0000064509_217.jpg,train,final_scene_positive,1860,1,0,original
ball_test_20260730_172702_f00001860_t0000064509_217_aug.jpg,train,final_scene_positive,1860,1,1,gamma_1.18
ball_test_20260730_172702_f00001870_t0000064856_196.jpg,train,final_scene_positive,1870,1,0,original
ball_test_20260730_172702_f00001870_t0000064856_196_aug.jpg,train,final_scene_positive,1870,1,1,shadow+motion_blur
ball_test_20260730_172702_f00001880_t0000065203_109.jpg,train,final_scene_positive,1880,1,0,original
ball_test_20260730_172702_f00001880_t0000065203_109_aug.jpg,train,final_scene_positive,1880,1,1,gamma_1.40+shadow
ball_test_20260730_172702_f00001890_t0000065550_197.jpg,train,final_scene_positive,1890,1,0,original
ball_test_20260730_172702_f00001890_t0000065550_197_aug.jpg,train,final_scene_positive,1890,1,1,gamma_1.43+motion_blur
ball_test_20260730_172702_f00001900_t0000065897_199.jpg,train,final_scene_positive,1900,1,0,original
ball_test_20260730_172702_f00001900_t0000065897_199_aug.jpg,train,final_scene_positive,1900,1,1,gamma_0.82
ball_test_20260730_172702_f00001910_t0000066244_250.jpg,train,final_scene_positive,1910,1,0,original
ball_test_20260730_172702_f00001910_t0000066244_250_aug.jpg,train,final_scene_positive,1910,1,1,hsv+gaussian_blur+noise
ball_test_20260730_172702_f00001920_t0000066590_251.jpg,train,final_scene_positive,1920,1,0,original
ball_test_20260730_172702_f00001920_t0000066590_251_aug.jpg,train,final_scene_positive,1920,1,1,hsv+shadow
ball_test_20260730_172702_f00001930_t0000066937_252.jpg,train,final_scene_positive,1930,1,0,original
ball_test_20260730_172702_f00001930_t0000066937_252_aug.jpg,train,final_scene_positive,1930,1,1,gamma_0.71+hsv+shadow+gaussian_blur
ball_test_20260730_172702_f00001940_t0000067284_253.jpg,train,final_scene_positive,1940,1,0,original
ball_test_20260730_172702_f00001940_t0000067284_253_aug.jpg,train,final_scene_positive,1940,1,1,gamma_0.94+shadow+noise
ball_test_20260730_172702_f00001950_t0000067631_333.jpg,train,final_scene_positive,1950,1,0,original
ball_test_20260730_172702_f00001950_t0000067631_333_aug.jpg,train,final_scene_positive,1950,1,1,gamma_1.28+hsv+noise
ball_test_20260730_172702_f00001960_t0000067978_200.jpg,train,final_scene_positive,1960,1,0,original
ball_test_20260730_172702_f00001960_t0000067978_200_aug.jpg,train,final_scene_positive,1960,1,1,gray3+noise
ball_test_20260730_172702_f00001970_t0000068324_201.jpg,train,final_scene_positive,1970,1,0,original
ball_test_20260730_172702_f00001970_t0000068324_201_aug.jpg,train,final_scene_positive,1970,1,1,gamma_1.06+hsv
ball_test_20260730_172702_f00001980_t0000068671_202.jpg,train,final_scene_positive,1980,1,0,original
ball_test_20260730_172702_f00001980_t0000068671_202_aug.jpg,train,final_scene_positive,1980,1,1,gray3+gamma_0.83+hsv
ball_test_20260730_172702_f00001990_t0000069018_204.jpg,train,final_scene_positive,1990,1,0,original
ball_test_20260730_172702_f00001990_t0000069018_204_aug.jpg,train,final_scene_positive,1990,1,1,gamma_1.44+hsv
ball_test_20260730_172702_f00002000_t0000069365_110.jpg,train,final_scene_positive,2000,1,0,original
ball_test_20260730_172702_f00002000_t0000069365_110_aug.jpg,train,final_scene_positive,2000,1,1,glare+gaussian_blur
ball_test_20260730_172702_f00002010_t0000069712_111.jpg,train,final_scene_positive,2010,1,0,original
ball_test_20260730_172702_f00002010_t0000069712_111_aug.jpg,train,final_scene_positive,2010,1,1,shadow
ball_test_20260730_172702_f00002020_t0000070059_112.jpg,train,final_scene_positive,2020,1,0,original
ball_test_20260730_172702_f00002020_t0000070059_112_aug.jpg,train,final_scene_positive,2020,1,1,gamma_0.83+hsv+motion_blur
ball_test_20260730_172702_f00002030_t0000070405_113.jpg,train,final_scene_positive,2030,1,0,original
ball_test_20260730_172702_f00002030_t0000070405_113_aug.jpg,train,final_scene_positive,2030,1,1,shadow
ball_test_20260730_172702_f00002040_t0000070752_114.jpg,train,final_scene_positive,2040,1,0,original
ball_test_20260730_172702_f00002040_t0000070752_114_aug.jpg,train,final_scene_positive,2040,1,1,gamma_0.85
ball_test_20260730_172702_f00002050_t0000071099_115.jpg,train,final_scene_positive,2050,1,0,original
ball_test_20260730_172702_f00002050_t0000071099_115_aug.jpg,train,final_scene_positive,2050,1,1,gray3+gamma_0.93+hsv
ball_test_20260730_172702_f00002060_t0000071446_203.jpg,train,final_scene_positive,2060,1,0,original
ball_test_20260730_172702_f00002060_t0000071446_203_aug.jpg,train,final_scene_positive,2060,1,1,gray3+gamma_1.16+hsv
ball_test_20260730_172702_f00002070_t0000071793_205.jpg,train,final_scene_positive,2070,1,0,original
ball_test_20260730_172702_f00002070_t0000071793_205_aug.jpg,train,final_scene_positive,2070,1,1,gamma_0.89
ball_test_20260730_172702_f00002080_t0000072140_206.jpg,train,final_scene_positive,2080,1,0,original
ball_test_20260730_172702_f00002080_t0000072140_206_aug.jpg,train,final_scene_positive,2080,1,1,gamma_1.30+hsv
ball_test_20260730_172702_f00002090_t0000072486_207.jpg,train,final_scene_positive,2090,1,0,original
ball_test_20260730_172702_f00002090_t0000072486_207_aug.jpg,train,final_scene_positive,2090,1,1,gamma_1.40
ball_test_20260730_172702_f00002100_t0000072833_208.jpg,train,final_scene_positive,2100,1,0,original
ball_test_20260730_172702_f00002100_t0000072833_208_aug.jpg,train,final_scene_positive,2100,1,1,gamma_1.39+hsv
ball_test_20260730_172702_f00002110_t0000073180_116.jpg,train,final_scene_positive,2110,1,0,original
ball_test_20260730_172702_f00002110_t0000073180_116_aug.jpg,train,final_scene_positive,2110,1,1,gamma_0.69+hsv
ball_test_20260730_172702_f00002120_t0000073527_209.jpg,train,final_scene_positive,2120,1,0,original
ball_test_20260730_172702_f00002120_t0000073527_209_aug.jpg,train,final_scene_positive,2120,1,1,gamma_1.04+shadow
ball_test_20260730_172702_f00002130_t0000073874_117.jpg,train,final_scene_positive,2130,1,0,original
ball_test_20260730_172702_f00002130_t0000073874_117_aug.jpg,train,final_scene_positive,2130,1,1,gamma_1.07+hsv
ball_test_20260730_172702_f00002140_t0000074221_118.jpg,train,final_scene_positive,2140,1,0,original
ball_test_20260730_172702_f00002140_t0000074221_118_aug.jpg,train,final_scene_positive,2140,1,1,hsv+noise
ball_test_20260730_172702_f00002150_t0000074567_84.jpg,train,final_scene_positive,2150,1,0,original
ball_test_20260730_172702_f00002150_t0000074567_84_aug.jpg,train,final_scene_positive,2150,1,1,hsv
ball_test_20260730_172702_f00002160_t0000074914_85.jpg,train,final_scene_positive,2160,1,0,original
ball_test_20260730_172702_f00002160_t0000074914_85_aug.jpg,train,final_scene_positive,2160,1,1,noise
ball_test_20260730_172702_f00002170_t0000075261_63.jpg,train,final_scene_positive,2170,1,0,original
ball_test_20260730_172702_f00002170_t0000075261_63_aug.jpg,train,final_scene_positive,2170,1,1,gamma_1.34+shadow
ball_test_20260730_172702_f00002180_t0000075608_64.jpg,train,final_scene_positive,2180,1,0,original
ball_test_20260730_172702_f00002180_t0000075608_64_aug.jpg,train,final_scene_positive,2180,1,1,gamma_1.44+hsv+motion_blur
ball_test_20260730_172702_f00002190_t0000075955_65.jpg,train,final_scene_positive,2190,1,0,original
ball_test_20260730_172702_f00002190_t0000075955_65_aug.jpg,train,final_scene_positive,2190,1,1,gray3+hsv
ball_test_20260730_172702_f00002200_t0000076301_66.jpg,train,final_scene_positive,2200,1,0,original
ball_test_20260730_172702_f00002200_t0000076301_66_aug.jpg,train,final_scene_positive,2200,1,1,gray3+hsv+gaussian_blur
ball_test_20260730_172702_f00002210_t0000076648_67.jpg,train,final_scene_positive,2210,1,0,original
ball_test_20260730_172702_f00002210_t0000076648_67_aug.jpg,train,final_scene_positive,2210,1,1,shadow
ball_test_20260730_172702_f00002220_t0000076995_68.jpg,train,final_scene_positive,2220,1,0,original
ball_test_20260730_172702_f00002220_t0000076995_68_aug.jpg,train,final_scene_positive,2220,1,1,gamma_0.82
ball_test_20260730_172702_f00002230_t0000077342_69.jpg,train,final_scene_positive,2230,1,0,original
ball_test_20260730_172702_f00002230_t0000077342_69_aug.jpg,train,final_scene_positive,2230,1,1,gamma_0.75+shadow+glare
ball_test_20260730_172702_f00002240_t0000077689_334.jpg,train,final_scene_positive,2240,1,0,original
ball_test_20260730_172702_f00002240_t0000077689_334_aug.jpg,train,final_scene_positive,2240,1,1,gamma_1.08+hsv+motion_blur
ball_test_20260730_172702_f00002250_t0000078036_335.jpg,train,final_scene_positive,2250,1,0,original
ball_test_20260730_172702_f00002250_t0000078036_335_aug.jpg,train,final_scene_positive,2250,1,1,gamma_1.05+hsv
ball_test_20260730_172702_f00002260_t0000078382_336.jpg,train,final_scene_positive,2260,1,0,original
ball_test_20260730_172702_f00002260_t0000078382_336_aug.jpg,train,final_scene_positive,2260,1,1,gamma_1.39
ball_test_20260730_172702_f00002270_t0000078729_337.jpg,train,final_scene_positive,2270,1,0,original
ball_test_20260730_172702_f00002270_t0000078729_337_aug.jpg,train,final_scene_positive,2270,1,1,gamma_0.76+hsv+glare
ball_test_20260730_172702_f00002280_t0000079076_338.jpg,train,final_scene_positive,2280,1,0,original
ball_test_20260730_172702_f00002280_t0000079076_338_aug.jpg,train,final_scene_positive,2280,1,1,gamma_0.75
ball_test_20260730_172702_f00002290_t0000079423_339.jpg,train,final_scene_positive,2290,1,0,original
ball_test_20260730_172702_f00002290_t0000079423_339_aug.jpg,train,final_scene_positive,2290,1,1,gamma_0.80+hsv
ball_test_20260730_172702_f00002300_t0000079770_254.jpg,train,final_scene_positive,2300,1,0,original
ball_test_20260730_172702_f00002300_t0000079770_254_aug.jpg,train,final_scene_positive,2300,1,1,gray3+gamma_0.92+hsv
ball_test_20260730_172702_f00002310_t0000080117_255.jpg,train,final_scene_positive,2310,1,0,original
ball_test_20260730_172702_f00002310_t0000080117_255_aug.jpg,train,final_scene_positive,2310,1,1,gamma_0.73+noise
ball_test_20260730_172702_f00002320_t0000080463_351.jpg,train,final_scene_positive,2320,1,0,original
ball_test_20260730_172702_f00002320_t0000080463_351_aug.jpg,train,final_scene_positive,2320,1,1,gamma_0.71+hsv+shadow
ball_test_20260730_172702_f00002330_t0000080810_256.jpg,train,final_scene_positive,2330,1,0,original
ball_test_20260730_172702_f00002330_t0000080810_256_aug.jpg,train,final_scene_positive,2330,1,1,gamma_0.88+hsv+shadow+motion_blur
ball_test_20260730_172702_f00002340_t0000081157_257.jpg,train,final_scene_positive,2340,1,0,original
ball_test_20260730_172702_f00002340_t0000081157_257_aug.jpg,train,final_scene_positive,2340,1,1,gray3+hsv+glare
ball_test_20260730_172702_f00002350_t0000081504_258.jpg,train,final_scene_positive,2350,1,0,original
ball_test_20260730_172702_f00002350_t0000081504_258_aug.jpg,train,final_scene_positive,2350,1,1,gamma_1.18+gaussian_blur
ball_test_20260730_172702_f00002360_t0000081851_259.jpg,train,final_scene_positive,2360,1,0,original
ball_test_20260730_172702_f00002360_t0000081851_259_aug.jpg,train,final_scene_positive,2360,1,1,gamma_0.70+hsv+shadow+motion_blur
ball_test_20260730_172702_f00002370_t0000082197_260.jpg,train,final_scene_positive,2370,1,0,original
ball_test_20260730_172702_f00002370_t0000082197_260_aug.jpg,train,final_scene_positive,2370,1,1,hsv+shadow+glare+gaussian_blur
ball_test_20260730_172702_f00002380_t0000082544_261.jpg,train,final_scene_positive,2380,1,0,original
ball_test_20260730_172702_f00002380_t0000082544_261_aug.jpg,train,final_scene_positive,2380,1,1,gray3+hsv+shadow+gaussian_blur
ball_test_20260730_172702_f00002410_t0000083585_264.jpg,train,final_scene_positive,2410,1,0,original
ball_test_20260730_172702_f00002410_t0000083585_264_aug.jpg,train,final_scene_positive,2410,1,1,gamma_0.80
ball_test_20260730_172702_f00002420_t0000083932_266.jpg,train,final_scene_positive,2420,1,0,original
ball_test_20260730_172702_f00002420_t0000083932_266_aug.jpg,train,final_scene_positive,2420,1,1,gamma_1.08+hsv+motion_blur
ball_test_20260730_172702_f00002430_t0000084278_262.jpg,train,final_scene_positive,2430,1,0,original
ball_test_20260730_172702_f00002430_t0000084278_262_aug.jpg,train,final_scene_positive,2430,1,1,gamma_0.82
ball_test_20260730_172702_f00002440_t0000084625_70.jpg,train,final_scene_positive,2440,1,0,original
ball_test_20260730_172702_f00002440_t0000084625_70_aug.jpg,train,final_scene_positive,2440,1,1,hsv+motion_blur
ball_test_20260730_172702_f00002450_t0000084972_263.jpg,train,final_scene_positive,2450,1,0,original
ball_test_20260730_172702_f00002450_t0000084972_263_aug.jpg,train,final_scene_positive,2450,1,1,gamma_0.99+shadow+motion_blur
ball_test_20260730_172702_f00002460_t0000085319_265.jpg,train,final_scene_positive,2460,1,0,original
ball_test_20260730_172702_f00002460_t0000085319_265_aug.jpg,train,final_scene_positive,2460,1,1,gamma_0.74+glare
ball_test_20260730_172702_f00002490_t0000086359_269.jpg,train,final_scene_positive,2490,1,0,original
ball_test_20260730_172702_f00002490_t0000086359_269_aug.jpg,train,final_scene_positive,2490,1,1,gamma_1.33+hsv+shadow
ball_test_20260730_172702_f00002500_t0000086706_268.jpg,train,final_scene_positive,2500,1,0,original
ball_test_20260730_172702_f00002500_t0000086706_268_aug.jpg,train,final_scene_positive,2500,1,1,gray3+gamma_1.45+hsv
ball_test_20260730_172702_f00002510_t0000087053_267.jpg,train,final_scene_positive,2510,1,0,original
ball_test_20260730_172702_f00002510_t0000087053_267_aug.jpg,train,final_scene_positive,2510,1,1,gamma_0.96+hsv
ball_test_20260730_172702_f00002520_t0000087400_275.jpg,train,final_scene_positive,2520,1,0,original
ball_test_20260730_172702_f00002520_t0000087400_275_aug.jpg,train,final_scene_positive,2520,1,1,gamma_0.82
ball_test_20260730_172702_f00002530_t0000087747_272.jpg,train,final_scene_positive,2530,1,0,original
ball_test_20260730_172702_f00002530_t0000087747_272_aug.jpg,train,final_scene_positive,2530,1,1,gray3+hsv+motion_blur
ball_test_20260730_172702_f00002540_t0000088094_271.jpg,train,final_scene_positive,2540,1,0,original
ball_test_20260730_172702_f00002540_t0000088094_271_aug.jpg,train,final_scene_positive,2540,1,1,gamma_1.15+hsv+shadow+glare
ball_test_20260730_172702_f00002550_t0000088440_270.jpg,train,final_scene_positive,2550,1,0,original
ball_test_20260730_172702_f00002550_t0000088440_270_aug.jpg,train,final_scene_positive,2550,1,1,gamma_0.82
ball_test_20260730_172702_f00002560_t0000088787_277.jpg,train,final_scene_positive,2560,1,0,original
ball_test_20260730_172702_f00002560_t0000088787_277_aug.jpg,train,final_scene_positive,2560,1,1,gamma_1.16+hsv
ball_test_20260730_172702_f00002570_t0000089134_274.jpg,train,final_scene_positive,2570,1,0,original
ball_test_20260730_172702_f00002570_t0000089134_274_aug.jpg,train,final_scene_positive,2570,1,1,hsv
ball_test_20260730_172702_f00002580_t0000089481_273.jpg,train,final_scene_positive,2580,1,0,original
ball_test_20260730_172702_f00002580_t0000089481_273_aug.jpg,train,final_scene_positive,2580,1,1,hsv+noise
ball_test_20260730_172702_f00002590_t0000089828_276.jpg,train,final_scene_positive,2590,1,0,original
ball_test_20260730_172702_f00002590_t0000089828_276_aug.jpg,train,final_scene_positive,2590,1,1,motion_blur
ball_test_20260730_172702_f00002640_t0000091562_356.jpg,train,final_scene_positive,2640,1,0,original
ball_test_20260730_172702_f00002640_t0000091562_356_aug.jpg,train,final_scene_positive,2640,1,1,gamma_0.88+gaussian_blur
ball_test_20260730_172702_f00002650_t0000091909_357.jpg,train,final_scene_positive,2650,1,0,original
ball_test_20260730_172702_f00002650_t0000091909_357_aug.jpg,train,final_scene_positive,2650,1,1,gamma_1.18+hsv
ball_test_20260730_172702_f00002660_t0000092255_355.jpg,train,final_scene_positive,2660,1,0,original
ball_test_20260730_172702_f00002660_t0000092255_355_aug.jpg,train,final_scene_positive,2660,1,1,gamma_0.96+hsv
ball_test_20260730_172702_f00002700_t0000093643_71.jpg,val,final_scene_positive,2700,1,0,original
ball_test_20260730_172702_f00002710_t0000093990_361.jpg,val,final_scene_positive,2710,1,0,original
ball_test_20260730_172702_f00002720_t0000094336_360.jpg,val,final_scene_positive,2720,1,0,original
ball_test_20260730_172702_f00002730_t0000094683_359.jpg,val,final_scene_positive,2730,1,0,original
ball_test_20260730_172702_f00002740_t0000095030_358.jpg,val,final_scene_positive,2740,1,0,original
ball_test_20260730_172702_f00002750_t0000095377_362.jpg,val,final_scene_positive,2750,1,0,original
ball_test_20260730_172702_f00002790_t0000096764_363.jpg,val,final_scene_positive,2790,1,0,original
ball_test_20260730_172702_f00002800_t0000097111_278.jpg,val,final_scene_positive,2800,1,0,original
ball_test_20260730_172702_f00002810_t0000097458_279.jpg,val,final_scene_positive,2810,1,0,original
ball_test_20260730_172702_f00002820_t0000097805_364.jpg,val,final_scene_positive,2820,1,0,original
ball_test_20260730_172702_f00002830_t0000098151_282.jpg,val,final_scene_positive,2830,1,0,original
ball_test_20260730_172702_f00002840_t0000098498_365.jpg,val,final_scene_positive,2840,1,0,original
ball_test_20260730_172702_f00002850_t0000098845_72.jpg,val,final_scene_positive,2850,1,0,original
ball_test_20260730_172702_f00002860_t0000099192_281.jpg,val,final_scene_positive,2860,1,0,original
ball_test_20260730_172702_f00002870_t0000099539_280.jpg,val,final_scene_positive,2870,1,0,original
ball_test_20260730_172702_f00002880_t0000099886_283.jpg,val,final_scene_positive,2880,1,0,original
ball_test_20260730_172702_f00002890_t0000100232_366.jpg,val,final_scene_positive,2890,1,0,original
ball_test_20260730_172702_f00002900_t0000100579_313.jpg,val,final_scene_positive,2900,1,0,original
ball_test_20260730_172702_f00002910_t0000100926_367.jpg,val,final_scene_positive,2910,1,0,original
ball_test_20260730_172702_f00002920_t0000101273_368.jpg,val,final_scene_positive,2920,1,0,original
ball_test_20260730_172702_f00002930_t0000101620_369.jpg,val,final_scene_positive,2930,1,0,original
ball_test_20260730_172702_f00002950_t0000102313_309.jpg,val,final_scene_positive,2950,1,0,original
ball_test_20260730_172702_f00002960_t0000102660_310.jpg,val,final_scene_positive,2960,1,0,original
ball_test_20260730_172702_f00002970_t0000103007_311.jpg,val,final_scene_positive,2970,1,0,original
ball_test_20260730_172702_f00002980_t0000103354_284.jpg,val,final_scene_positive,2980,1,0,original
ball_test_20260730_172702_f00002990_t0000103701_371.jpg,val,final_scene_positive,2990,1,0,original
ball_test_20260730_172702_f00003030_t0000105088_376.jpg,train,final_scene_positive,3030,1,0,original
ball_test_20260730_172702_f00003030_t0000105088_376_aug.jpg,train,final_scene_positive,3030,1,1,gamma_1.27+motion_blur
ball_test_20260730_172702_f00003040_t0000105435_73.jpg,train,final_scene_positive,3040,1,0,original
ball_test_20260730_172702_f00003040_t0000105435_73_aug.jpg,train,final_scene_positive,3040,1,1,shadow+noise
ball_test_20260730_172702_f00003050_t0000105782_373.jpg,train,final_scene_positive,3050,1,0,original
ball_test_20260730_172702_f00003050_t0000105782_373_aug.jpg,train,final_scene_positive,3050,1,1,shadow+glare+motion_blur
ball_test_20260730_172702_f00003060_t0000106128_374.jpg,train,final_scene_positive,3060,1,0,original
ball_test_20260730_172702_f00003060_t0000106128_374_aug.jpg,train,final_scene_positive,3060,1,1,gamma_1.33+hsv+noise
ball_test_20260730_172702_f00003070_t0000106475_287.jpg,train,final_scene_positive,3070,1,0,original
ball_test_20260730_172702_f00003070_t0000106475_287_aug.jpg,train,final_scene_positive,3070,1,1,gamma_1.33+hsv+shadow
ball_test_20260730_172702_f00003100_t0000107516_375.jpg,train,final_scene_positive,3100,1,0,original
ball_test_20260730_172702_f00003100_t0000107516_375_aug.jpg,train,final_scene_positive,3100,1,1,hsv
ball_test_20260730_172702_f00003110_t0000107863_377.jpg,train,final_scene_positive,3110,1,0,original
ball_test_20260730_172702_f00003110_t0000107863_377_aug.jpg,train,final_scene_positive,3110,1,1,hsv
ball_test_20260730_172702_f00003120_t0000108209_378.jpg,train,final_scene_positive,3120,1,0,original
ball_test_20260730_172702_f00003120_t0000108209_378_aug.jpg,train,final_scene_positive,3120,1,1,hsv+shadow+gaussian_blur
ball_test_20260730_172702_f00003130_t0000108556_291.jpg,train,final_scene_positive,3130,1,0,original
ball_test_20260730_172702_f00003130_t0000108556_291_aug.jpg,train,final_scene_positive,3130,1,1,gray3+gamma_0.76+hsv
ball_test_20260730_172702_f00003140_t0000108903_285.jpg,train,final_scene_positive,3140,1,0,original
ball_test_20260730_172702_f00003140_t0000108903_285_aug.jpg,train,final_scene_positive,3140,1,1,hsv+shadow
ball_test_20260730_172702_f00003150_t0000109250_286.jpg,train,final_scene_positive,3150,1,0,original
ball_test_20260730_172702_f00003150_t0000109250_286_aug.jpg,train,final_scene_positive,3150,1,1,gamma_1.23
ball_test_20260730_172702_f00003160_t0000109597_292.jpg,train,final_scene_positive,3160,1,0,original
ball_test_20260730_172702_f00003160_t0000109597_292_aug.jpg,train,final_scene_positive,3160,1,1,gamma_1.43+hsv+motion_blur
ball_test_20260730_172702_f00003170_t0000109943_288.jpg,train,final_scene_positive,3170,1,0,original
ball_test_20260730_172702_f00003170_t0000109943_288_aug.jpg,train,final_scene_positive,3170,1,1,gamma_1.34+hsv
ball_test_20260730_172702_f00003190_t0000110637_289.jpg,train,final_scene_positive,3190,1,0,original
ball_test_20260730_172702_f00003190_t0000110637_289_aug.jpg,train,final_scene_positive,3190,1,1,hsv+motion_blur
ball_test_20260730_172702_f00003200_t0000110984_290.jpg,train,final_scene_positive,3200,1,0,original
ball_test_20260730_172702_f00003200_t0000110984_290_aug.jpg,train,final_scene_positive,3200,1,1,gamma_1.10+hsv
ball_test_20260730_172702_f00003210_t0000111331_293.jpg,train,final_scene_positive,3210,1,0,original
ball_test_20260730_172702_f00003210_t0000111331_293_aug.jpg,train,final_scene_positive,3210,1,1,gamma_0.90
ball_test_20260730_172702_f00003220_t0000111678_294.jpg,train,final_scene_positive,3220,1,0,original
ball_test_20260730_172702_f00003220_t0000111678_294_aug.jpg,train,final_scene_positive,3220,1,1,gray3+gamma_0.94+shadow
ball_test_20260730_172702_f00003230_t0000112024_379.jpg,train,final_scene_positive,3230,1,0,original
ball_test_20260730_172702_f00003230_t0000112024_379_aug.jpg,train,final_scene_positive,3230,1,1,hsv
ball_test_20260730_172702_f00003240_t0000112371_380.jpg,train,final_scene_positive,3240,1,0,original
ball_test_20260730_172702_f00003240_t0000112371_380_aug.jpg,train,final_scene_positive,3240,1,1,gamma_0.73+hsv+glare
ball_test_20260730_172702_f00003250_t0000112718_381.jpg,train,final_scene_positive,3250,1,0,original
ball_test_20260730_172702_f00003250_t0000112718_381_aug.jpg,train,final_scene_positive,3250,1,1,gamma_1.01+hsv
ball_test_20260730_172702_f00003260_t0000113065_382.jpg,train,final_scene_positive,3260,1,0,original
ball_test_20260730_172702_f00003260_t0000113065_382_aug.jpg,train,final_scene_positive,3260,1,1,gamma_1.26+hsv+shadow
ball_test_20260730_172702_f00003300_t0000114452_385.jpg,test,final_scene_positive,3300,1,0,original
ball_test_20260730_172702_f00003310_t0000114799_386.jpg,test,final_scene_positive,3310,1,0,original
ball_test_20260730_172702_f00003320_t0000115146_387.jpg,test,final_scene_positive,3320,1,0,original
ball_test_20260730_172702_f00003330_t0000115493_388.jpg,test,final_scene_positive,3330,1,0,original
ball_test_20260730_172702_f00003340_t0000115839_389.jpg,test,final_scene_positive,3340,1,0,original
ball_test_20260730_172702_f00003350_t0000116186_295.jpg,test,final_scene_positive,3350,1,0,original
ball_test_20260730_172702_f00003360_t0000116533_390.jpg,test,final_scene_positive,3360,1,0,original
ball_test_20260730_172702_f00003370_t0000116880_391.jpg,test,final_scene_positive,3370,1,0,original
ball_test_20260730_172702_f00003380_t0000117227_392.jpg,test,final_scene_positive,3380,1,0,original
ball_test_20260730_172702_f00003390_t0000117574_393.jpg,test,final_scene_positive,3390,1,0,original
ball_test_20260730_172702_f00003400_t0000117920_395.jpg,test,final_scene_positive,3400,1,0,original
ball_test_20260730_172702_f00003410_t0000118267_394.jpg,test,final_scene_positive,3410,1,0,original
ball_test_20260730_172702_f00003420_t0000118614_398.jpg,test,final_scene_positive,3420,1,0,original
ball_test_20260730_172702_f00003430_t0000118961_396.jpg,test,final_scene_positive,3430,1,0,original
ball_test_20260730_172702_f00003440_t0000119308_341.jpg,test,final_scene_positive,3440,1,0,original
ball_test_20260730_172702_f00003450_t0000119655_397.jpg,test,final_scene_positive,3450,1,0,original
ball_test_20260730_172702_f00003460_t0000120001_340.jpg,test,final_scene_positive,3460,1,0,original
ball_test_20260730_172702_f00003470_t0000120348_296.jpg,test,final_scene_positive,3470,1,0,original
ball_test_20260730_172702_f00003480_t0000120695_343.jpg,test,final_scene_positive,3480,1,0,original
ball_test_20260730_172702_f00003490_t0000121042_344.jpg,test,final_scene_positive,3490,1,0,original
ball_test_20260730_172702_f00003500_t0000121389_345.jpg,test,final_scene_positive,3500,1,0,original
ball_test_20260730_172702_f00003510_t0000121736_346.jpg,test,final_scene_positive,3510,1,0,original
ball_test_20260730_172702_f00003520_t0000122082_347.jpg,test,final_scene_positive,3520,1,0,original
ball_test_20260730_172702_f00003530_t0000122429_350.jpg,test,final_scene_positive,3530,1,0,original
ball_test_20260730_172702_f00003540_t0000122776_74.jpg,test,final_scene_positive,3540,1,0,original
ball_test_20260730_172702_f00003550_t0000123123_348.jpg,test,final_scene_positive,3550,1,0,original
ball_test_20260730_172702_f00003560_t0000123470_349.jpg,test,final_scene_positive,3560,1,0,original
ball_test_20260730_172702_f00003570_t0000123816_318.jpg,test,final_scene_positive,3570,1,0,original
ball_test_20260730_172702_f00003580_t0000124163_342.jpg,test,final_scene_positive,3580,1,0,original
ball_test_20260730_172702_f00003590_t0000124510_298.jpg,test,final_scene_positive,3590,1,0,original
