file,group,split,object_count,source
148_positive_train_ball_test_20260730_172702_f00004140_t0000143585_314_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004140_t0000143585_314_aug.jpg
149_positive_train_ball_test_20260730_172702_f00000150_t0000005202_179_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000150_t0000005202_179_aug.jpg
150_positive_val_ball_test_20260730_172702_f00002750_t0000095377_362.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00002750_t0000095377_362.jpg
151_positive_train_ball_test_20260730_172702_f00003970_t0000137689_94_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003970_t0000137689_94_aug.jpg
152_positive_train_ball_test_20260730_172702_f00000620_t0000021503_157.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000620_t0000021503_157.jpg
153_positive_train_ball_test_20260730_172702_f00000710_t0000024625_18.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000710_t0000024625_18.jpg
154_positive_train_ball_test_20260730_172702_f00001920_t0000066590_251_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001920_t0000066590_251_aug.jpg
155_negative_train_ball_test_20260730_185508_f00000380_t0000013179.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000380_t0000013179.jpg
156_positive_train_ball_test_20260730_172702_f00002640_t0000091562_356.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002640_t0000091562_356.jpg
157_positive_train_ball_test_20260730_172702_f00002010_t0000069712_111_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002010_t0000069712_111_aug.jpg
158_positive_test_ball_test_20260730_172702_f00003590_t0000124510_298.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003590_t0000124510_298.jpg
159_positive_train_ball_test_20260730_172702_f00000090_t0000003121_10.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000090_t0000003121_10.jpg
160_positive_train_ball_test_20260730_172702_f00000680_t0000023584_15_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000680_t0000023584_15_aug.jpg
161_positive_test_ball_test_20260730_172702_f00001040_t0000036070_218.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00001040_t0000036070_218.jpg
162_positive_train_ball_test_20260730_172702_f00003260_t0000113065_382.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003260_t0000113065_382.jpg
163_positive_train_ball_test_20260730_172702_f00002080_t0000072140_206_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002080_t0000072140_206_aug.jpg
164_positive_train_ball_test_20260730_172702_f00000020_t0000000694_3_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000020_t0000000694_3_aug.jpg
165_positive_train_ball_test_20260730_172702_f00002570_t0000089134_274.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002570_t0000089134_274.jpg
166_positive_train_ball_test_20260730_172702_f00004240_t0000147054_174.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004240_t0000147054_174.jpg
167_positive_val_ball_test_20260730_172702_f00001560_t0000054105_163.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00001560_t0000054105_163.jpg
168_positive_train_ball_test_20260730_172702_f00001260_t0000043700_33_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001260_t0000043700_33_aug.jpg
169_positive_train_ball_test_20260730_172702_f00000010_t0000000347_1.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000010_t0000000347_1.jpg
170_positive_train_ball_test_20260730_172702_f00003200_t0000110984_290_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003200_t0000110984_290_aug.jpg
171_positive_train_ball_test_20260730_172702_f00001870_t0000064856_196.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001870_t0000064856_196.jpg
172_positive_train_ball_test_20260730_172702_f00002250_t0000078036_335_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002250_t0000078036_335_aug.jpg
173_positive_train_ball_test_20260730_172702_f00000410_t0000014220_149.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000410_t0000014220_149.jpg
174_positive_train_ball_test_20260730_172702_f00000210_t0000007283_12_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000210_t0000007283_12_aug.jpg
175_positive_train_ball_test_20260730_172702_f00000610_t0000021156_147.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000610_t0000021156_147.jpg
176_positive_test_ball_test_20260730_172702_f00003420_t0000118614_398.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003420_t0000118614_398.jpg
177_positive_train_ball_test_20260730_172702_f00003710_t0000128672_323_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003710_t0000128672_323_aug.jpg
178_positive_train_ball_test_20260730_172702_f00004020_t0000139424_97_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00004020_t0000139424_97_aug.jpg
179_positive_train_ball_test_20260730_172702_f00000550_t0000019075_130_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000550_t0000019075_130_aug.jpg
180_positive_test_ball_test_20260730_172702_f00003510_t0000121736_346.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003510_t0000121736_346.jpg
181_positive_train_ball_test_20260730_172702_f00002370_t0000082197_260.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002370_t0000082197_260.jpg
182_positive_train_ball_test_20260730_172702_f00000660_t0000022890_134_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000660_t0000022890_134_aug.jpg
183_positive_train_ball_test_20260730_172702_f00002540_t0000088094_271_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002540_t0000088094_271_aug.jpg
184_positive_test_ball_test_20260730_172702_f00003390_t0000117574_393.jpg,positive,test,1,datasets/gangzhu_pose_v2/images/test/ball_test_20260730_172702_f00003390_t0000117574_393.jpg
185_positive_train_ball_test_20260730_172702_f00000600_t0000020809_145_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000600_t0000020809_145_aug.jpg
186_positive_train_ball_test_20260730_172702_f00001360_t0000047168_41_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00001360_t0000047168_41_aug.jpg
187_positive_train_ball_test_20260730_172702_f00000180_t0000006243_182.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000180_t0000006243_182.jpg
188_negative_train_ball_test_20260730_185508_f00000060_t0000002081_aug.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000060_t0000002081_aug.jpg
189_positive_train_ball_test_20260730_172702_f00000770_t0000026706_139_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000770_t0000026706_139_aug.jpg
190_negative_train_ball_test_20260730_185508_f00000420_t0000014567_aug.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000420_t0000014567_aug.jpg
191_negative_train_ball_test_20260730_185508_f00000180_t0000006243.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000180_t0000006243.jpg
192_positive_train_ball_test_20260730_172702_f00003970_t0000137689_94.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003970_t0000137689_94.jpg
193_positive_train_ball_test_20260730_172702_f00002200_t0000076301_66_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00002200_t0000076301_66_aug.jpg
194_positive_train_ball_test_20260730_172702_f00000450_t0000015607_152.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000450_t0000015607_152.jpg
195_positive_train_ball_test_20260730_172702_f00003990_t0000138383_95_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00003990_t0000138383_95_aug.jpg
196_negative_val_ball_test_20260730_185508_f00000580_t0000020116.jpg,negative,val,0,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_185508_f00000580_t0000020116.jpg
197_negative_train_ball_test_20260730_185508_f00000270_t0000009364.jpg,negative,train,0,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_185508_f00000270_t0000009364.jpg
198_positive_val_ball_test_20260730_172702_f00002740_t0000095030_358.jpg,positive,val,1,datasets/gangzhu_pose_v2/images/val/ball_test_20260730_172702_f00002740_t0000095030_358.jpg
199_positive_train_ball_test_20260730_172702_f00000200_t0000006936_13_aug.jpg,positive,train,1,datasets/gangzhu_pose_v2/images/train/ball_test_20260730_172702_f00000200_t0000006936_13_aug.jpg
